GivenName	Surname	Birthday	twostephash	uid
Mercedes	Spear	2/5/1956	{1722375, 996362, 1429514, 1241100, 891412, 827413, 1713686, 438808, 265753, 1814554, 88097, 202277, 1098279, 277040, 6197, 285240, 1701438, 1816127, 854079, -447, 335937, 623171, 1506881, 1628227, 1847874, 784457, 1529930, 1882185, 899660, 1607758, 555087, 821840, 637522, 312922, 472158, 602206, 871007, 1505377, 541799, 2031209, 1497198, 176752, 829552, 223859, 392822, 644728, 41081, 55428, 370822, 1391750, 1413769, 126090, 435852, 845455, 679574, 908438, 1509528, 118945, 518823, 1953959, 509105, 138930, 882363, 1128636, 2042558, 1493694, 489663, 2035905, 1375938, 58562, 1113798, 1820361, 113359, 219855, 500431, 1390292, 936150, 599770, 1224414, 142048, 1010921, 1425643, 1643243, 1871089, 1781490, 798459, 1019131, 953599, 925442, 301830, 1519366, 1890061, 1959417, 1817363, 244505, 293657, 2001180, 1993508, 1308969, 1053997, 433966, 805173, 1802549, 657207, 1252152, 1013051, 260412, 977212, 112448, 1598273, 388418, 927554, 1758536, 1589578, 315213, 1442126, 411984, 1300818, 2008916, 1561430, 748377, 1330009, 199003, 2034011, 379230, 573790, 1117023, 971617, 687463, 157547, 507243, 182642, 298868, 1907060, 1387894, 1059706, 614270, 2006913, 1735554, 1951619, 1485188, 1922953, 491403, 1320331, 842127, 428946, 1232278, 655767, 1255832, 1443224, 1498522, 834971, 741789, 881055, 1934753, 1551280, 806321, 709557, 738230, 1975740, 1765309, 887742, 889790, 39363, 1606084, 328652, 1812429, 1836499, 1347542, 458200, 802779, 101853, 463838, 1260510, 1419741, 1830367, 295913, 1147370, 150507, 1749998, 536047, 1071088, 545268, 2003449}	42081
Angel	Mynatt	1/31/1941	{956423, 346633, 1537548, 1527824, 469009, 1910289, 151060, 120341, 306710, 778777, 1167388, 1427485, 953375, 1252384, 936995, 1907236, 1949733, 679462, 922150, 802856, 292394, 1186859, 1854005, 442423, 285240, 1954871, 471101, 26174, 1687619, 1553994, 270927, 555087, 312922, 818267, 597084, 897629, 1432668, 875104, 1011300, 1702502, 1529960, 1497198, 1460338, 1804402, 1953399, 987768, 1108090, 646271, 105599, 1413766, 1530505, 1972875, 1454733, 634510, 1238160, 849046, 1691799, 39072, 487077, 1694374, 518823, 1891496, 1560747, 1150637, 706737, 1776818, 769716, 1398463, 1982152, 112330, 654030, 902863, 1637075, 1378004, 651481, 1058015, 1903327, 1844449, 402658, 34532, 580324, 1296629, 832247, 639736, 798459, 218366, 299775, 691456, 301830, 1666833, 157466, 772891, 678687, 1135391, 1820448, 329001, 1308969, 739124, 534341, 264008, 1161545, 547658, 674125, 1857869, 411984, 959312, 947538, 2024272, 1492314, 1794907, 782172, 895848, 875883, 1081707, 1367917, 1588590, 1783665, 979826, 808821, 1387894, 1290617, 233855, 1735554, 1937797, 1922953, 1320331, 1752977, 592275, 655767, 1708954, 193443, 1804707, 1857454, 1610673, 683954, 709557, 889790, 1766334, 824772, 585669, 1310664, 36298, 527311, 1228239, 1836499, 372184, 400857, 1419741, 1281504, 1076193, 1171937, 56294, 1147370, 1758700, 1421294, 1488878, 1461235, 485367, 2003449, 1861630, 1333759}	19054
Mikel	Nelson	6/8/1968	{1157640, 332297, 1886732, 1920015, 306710, 1719832, 1252384, 1533984, 1567779, 679462, 493096, 629802, 1269293, 1743406, 105522, 682549, 442423, 285240, 1031737, 1143867, 417346, 474187, 134734, 555087, 895568, 1011281, 1620048, 1746518, 312922, 597084, 712284, 1197661, 1592927, 1786464, 1018470, 461927, 1529960, 176235, 1497198, 730739, 951411, 1404533, 1056375, 1643642, 112762, 550533, 787079, 957063, 1335949, 143513, 1146019, 1616035, 518823, 1839275, 1837238, 1478328, 1150652, 111304, 1278153, 764620, 462551, 1609953, 1769185, 697576, 633579, 440557, 259310, 152815, 722160, 436472, 1112315, 798459, 348413, 175870, 863998, 301830, 310024, 1313544, 1125644, 525071, 1546001, 943891, 1134870, 1004826, 2036514, 1308969, 1177901, 572207, 501560, 604475, 1138499, 264008, 1305929, 1806664, 1129809, 464722, 1917778, 274260, 323423, 263008, 1058144, 1102177, 1372003, 2017119, 26474, 582004, 808821, 1387894, 1290617, 507773, 1428349, 1735554, 1999238, 1859975, 318856, 676745, 1922953, 1320331, 678287, 353681, 1724819, 909717, 1822102, 1763736, 222618, 201629, 147870, 1203620, 294831, 298420, 1373624, 480187, 1621947, 889790, 107458, 822727, 69580, 615375, 1819599, 618449, 1362898, 266195, 1870299, 1569757, 323040, 1281504, 700901, 1418213, 1048039, 514537, 975337, 386028, 1488878, 1182193, 2003449, 656893, 1406974, 1236991}	8779
Mary	Perez	5/24/1970	{996362, 1198091, 1886732, 1440266, 827413, 1955354, 1814554, 178715, 697887, 1672233, 426030, 221743, 1407025, 561212, 446524, 335937, 1064513, 733255, 784457, 1136714, 1882185, 555087, 284243, 861270, 1524823, 312922, 897629, 602206, 1096797, 22624, 1140838, 1354854, 1529960, 496238, 1497198, 223859, 441462, 1353340, 105599, 714881, 1413769, 126090, 505994, 1472138, 1216141, 1973386, 691859, 1315991, 1303704, 204442, 1608867, 518823, 1959082, 612857, 1099449, 69308, 668349, 2042558, 1150652, 1766077, 204992, 2035905, 58562, 1113798, 644808, 112330, 1780939, 500431, 278228, 1390292, 936150, 1568469, 1026784, 132321, 724193, 1631460, 286438, 228583, 1010921, 1302249, 799467, 324332, 476909, 1871089, 404213, 543997, 953599, 27904, 301830, 672524, 146192, 248593, 160536, 1824549, 321832, 1308969, 433966, 209716, 805173, 1252152, 2023739, 260412, 727873, 388418, 927554, 1598273, 1899843, 1743177, 315213, 1442126, 2008916, 1088854, 620388, 1730917, 850279, 1657195, 82286, 864627, 976244, 1387894, 1735554, 1951619, 618884, 1588616, 1922953, 1063307, 1320331, 1544077, 428946, 834971, 1024930, 1565091, 1559462, 1041319, 1696694, 1975740, 889790, 65471, 1461186, 1066947, 1331657, 2033611, 685517, 1337293, 1812429, 1934797, 1836499, 1233879, 582616, 1240027, 1419741, 959454, 907743, 1395682, 990182, 1147370, 1071088, 1800176, 183799, 2003449}	76469
Kelly	Wren	6/28/1956	{849414, 550924, 1886732, 1920015, 306710, 178715, 749085, 1252384, 679462, 1672233, 629802, 1005620, 682549, 392246, 442423, 285240, 1356860, 1213502, -447, 1687619, 313854, 176202, 556107, 134734, 637522, 101464, 312922, 1124955, 597084, 712284, 1197661, 1786464, 845412, 461927, 1529960, 1497198, 951411, 55428, 863877, 1281160, 1973386, 1216141, 1781902, 2031761, 1749139, 1303704, 1608867, 518823, 540328, 1556647, 1837238, 1181893, 111304, 745673, 1014989, 219855, 1187029, 1367260, 1769185, 38627, 1631460, 697576, 1010921, 1247471, 127731, 1814773, 1393398, 1164025, 348413, 1827585, 301830, 672524, 608529, 1546001, 663315, 1607958, 160536, 593689, 157466, 1649434, 1428772, 1708326, 321832, 1308969, 465195, 272686, 436016, 209716, 577337, 560955, 977212, 1138499, 264008, 802120, 1305929, 1743177, 1994574, 1129809, 1300818, 748377, 1330009, 2034011, 323423, 482655, 620388, 26474, 1664366, 1186671, 1469296, 808821, 1387894, 1290617, 499073, 1735554, 2006913, 194951, 1922953, 1063307, 1320331, 431502, 909717, 1822102, 655767, 1763736, 201629, 1559462, 924590, 298420, 738230, 887742, 889790, 39363, 1027017, 1149897, 1337293, 824782, 615375, 1684943, 266195, 95189, 458200, 1569757, 743902, 907743, 1538527, 1543649, 1418213, 975337, 1147370, 1488878, 1749998, 799736, 2003449, 656893, 1406974}	45615
John	Nguyen	11/20/1951	{56329, 564746, 1467415, 1322521, 1454621, 1252384, 629283, 1036324, 1121324, 362541, 1435181, 1801775, 392246, 1854007, 1954871, 285240, 758842, 315458, 1090626, 1687619, 772169, 798282, 1526359, 960088, 312922, 1124955, 897629, 323168, 1294432, 1011300, 1529960, 1497198, 114, 458866, 369780, 1215607, 1432184, 132729, 987768, 233087, 1058436, 216204, 1781902, 2031761, 1740434, 743575, 1303704, 1556632, 706205, 1608867, 518823, 616618, 178867, 795315, 246456, 501944, 1339578, 434877, 1514177, 485073, 1618644, 130774, 651481, 831196, 2024162, 38627, 1631460, 1895653, 1724653, 1227505, 435960, 1195771, 301830, 126215, 1918217, 672524, 1393422, 608529, 1666833, 1637655, 160536, 157466, 448796, 860447, 1993508, 1752872, 1308969, 1022762, 780076, 719149, 862514, 209716, 534341, 417609, 2023244, 674125, 1450834, 302932, 78168, 1330009, 559450, 310619, 2034011, 620388, 300390, 875883, 1081707, 1281388, 16238, 1853297, 892276, 432502, 1387894, 1103227, 1735554, 1177476, 1922953, 1063307, 1320331, 2042253, 1373582, 1432976, 180115, 984981, 377239, 807321, 1466777, 894875, 1708954, 688032, 1298849, 193443, 645542, 267691, 540589, 1857454, 402864, 683954, 376243, 738230, 887742, 889790, 1766334, 39363, 2006982, 1209803, 1892304, 352722, 1142739, 1836499, 458200, 1419741, 1260510, 907743, 727009, 1543649, 1585122, 1908708, 679911, 627177, 1147370, 91117, 1749998, 556018, 1982452, 1110517, 1150966, 1019895, 981496, 2003449, 1522677, 1862645}	48834
Brittany	Tam	6/23/1975	{1000450, 628739, 1550338, 715783, 1886732, 1527824, 1427485, 563229, 1252384, 898081, 271908, 383012, 1949733, 802856, 1822253, 1341488, 285240, 1003579, 1053252, 1812550, 313854, 1322058, 191052, 644684, 1151052, 555087, 114768, 618064, 1739859, 312922, 1432668, 1030237, 1842269, 1786464, 2030690, 1018470, 1140838, 1529960, 489070, 1497198, 1281652, 675961, 1986171, 966267, 32383, 835204, 1530505, 1503370, 2024589, 1559182, 1747086, 1458322, 1303704, 1331869, 541855, 39072, 1608867, 321701, 518823, 906920, 668349, 152255, 204992, 908481, 411854, 654030, 739536, 1613009, 388314, 1264864, 1844449, 453350, 1010921, 324332, 1168625, 1131766, 436472, 798459, 218366, 1698046, 23300, 617732, 301830, 1509128, 665353, 672524, 1959417, 1817363, 160536, 126746, 157466, 544539, 682778, 723226, 1454367, 1820448, 1917725, 562466, 329001, 1308969, 1515307, 209716, 1598266, 1633087, 1777990, 264008, 1161545, 911180, 819535, 1129809, 337242, 1727330, 620388, 867176, 932713, 1607018, 1988971, 972141, 1387894, 1597814, 1797498, 1902975, 1735554, 1937797, 1922953, 1063307, 433548, 1320331, 461199, 930194, 193939, 718743, 1705884, 1804707, 1666471, 170413, 733101, 1914801, 709557, 1439669, 889790, 847299, 1066947, 1606084, 986567, 2033611, 1836499, 372184, 925668, 1418213, 610792, 1147370, 150507, 1923562, 257006, 77298, 1180660, 2003449, 1406974, 1333759}	25880
Ada	Holsinger	4/3/1962	{319498, 1198091, 996362, 550924, 1719832, 1158176, 1252384, 1778732, 1269293, 777778, 1354292, 285240, 1160254, 1053252, 1137220, 1865797, 1016903, 910921, 555087, 515664, 1739859, 312922, 1881179, 1507933, 1592927, 896608, 1675361, 1354854, 1529960, 1072749, 1497198, 1003632, 223859, 1097844, 1488511, 787079, 1413769, 514192, 892560, 389268, 1691799, 47771, 998045, 1201315, 518823, 1891496, 510633, 2222, 1645233, 2037425, 110775, 1942199, 69308, 2042558, 1901249, 1156290, 1940673, 1982152, 1144011, 1551052, 1075406, 1777362, 1637075, 582356, 1378004, 651481, 1477849, 831196, 979677, 2009820, 132321, 453350, 228583, 1187046, 172779, 573676, 440557, 259310, 850162, 798459, 549116, 543997, 1112315, 967427, 23300, 713477, 301830, 1678084, 1341194, 1819915, 579340, 1125644, 1917725, 567582, 1002271, 29472, 1550623, 462114, 343848, 1308969, 1177901, 1263919, 355125, 805173, 1849144, 260412, 444225, 927554, 1579845, 547658, 315213, 674125, 959312, 352086, 1397591, 782172, 263008, 1931112, 1081707, 1656684, 683890, 281460, 924533, 1387894, 1122171, 1735554, 2020226, 704393, 1922953, 1320331, 1752977, 723350, 494489, 1034650, 1708954, 294305, 1011106, 645542, 1597869, 1857454, 1914801, 864182, 1601462, 618426, 1621947, 889790, 1766334, 816577, 107458, 1492419, 824772, 1286086, 822727, 984009, 1812429, 1836499, 93141, 1910236, 1419741, 1768931, 2038248, 929258, 1147370, 1915371, 1564141, 1421294, 237552, 1071088, 1180660, 485367, 2003449}	54200
Clark	Mills	3/8/1973	{1654275, 332297, 1114645, 464406, 749085, 1252384, 898081, 1498666, 1743406, 1600566, 285240, 14394, 1003579, 811583, 335937, 596548, 1053252, 474187, 1818187, 134734, 555087, 618064, 632398, 1620048, 1739859, 1944142, 1900117, 203350, 648280, 312922, 818267, 712284, 602206, 1980512, 845412, 1133158, 1140838, 1529960, 176235, 1497198, 1643642, 1949316, 787079, 126090, 714380, 1238160, 551064, 446107, 1864348, 1616035, 518823, 1623723, 509105, 668344, 260793, 1143997, 204992, 58562, 1130690, 745673, 500431, 453350, 1010921, 324332, 440557, 259310, 691949, 1247471, 1729773, 1814773, 1956597, 1112315, 798459, 628988, 1278721, 967427, 23300, 301830, 1313544, 103177, 1646344, 1125644, 525071, 878870, 1134870, 635165, 1917725, 655656, 1308969, 465195, 433966, 604475, 2023739, 1603902, 802120, 1806664, 1442126, 539983, 1831761, 1516372, 1088854, 432985, 1275738, 263008, 1058144, 865122, 1102177, 1091941, 26474, 507243, 881004, 1069932, 1469296, 1151857, 348531, 298868, 1387894, 1349499, 1428349, 1737086, 1735554, 1951619, 493446, 1922953, 1320331, 678287, 1763736, 834971, 1305500, 201629, 1556892, 1889186, 1868710, 952747, 294831, 1914801, 298420, 889790, 540608, 107458, 722882, 1066947, 822727, 797641, 346058, 1331657, 69580, 1528270, 1836499, 1880025, 1870299, 1419741, 2027998, 514537, 1147370, 2032617, 257006, 1180660, 1021942, 2003449}	45957
Laura	Washington	12/9/1963	{1654275, 319498, 724494, 1553424, 1261589, 910358, 1588759, 1719832, 1533984, 1271337, 292394, 1269293, 105522, 1162291, 1242167, 285240, 1183288, 739898, 1143867, 1220664, 1816127, 620099, 1137220, 520263, 1010759, 798282, 2008652, 555087, 515664, 664659, 312922, 394333, 897629, 1592927, 1980512, 1675361, 688738, 979045, 1529960, 1497198, 458866, 1148530, 1766517, 1273467, 233087, 957063, 553610, 1151116, 362125, 1317517, 1474701, 1798803, 1090197, 200857, 446107, 682655, 1620640, 1492641, 1146019, 518823, 540328, 1569448, 1953959, 1299124, 1478328, 1994425, 1024191, 1940673, 1130690, 1156290, 508101, 1982152, 1278153, 499411, 2023123, 651481, 1483481, 1951963, 831196, 1241310, 142048, 659687, 1626344, 691949, 259310, 224495, 861934, 1110765, 283378, 1227505, 1531120, 1393402, 1760506, 234237, 1902336, 544513, 968451, 1378565, 301830, 982281, 1986825, 268046, 1875217, 943891, 244505, 1453850, 140059, 633628, 635165, 1470750, 29472, 462114, 2036514, 1340196, 1998628, 683816, 1308969, 953132, 1177901, 572207, 656690, 822067, 849203, 272184, 501560, 1252152, 650043, 1637177, 1731385, 1865529, 359743, 351043, 977732, 1218371, 1758536, 417609, 1106761, 674125, 432985, 416093, 2030941, 971617, 505699, 711528, 1081707, 1069932, 803702, 1387894, 1466742, 625017, 1352057, 916347, 1488759, 840573, 522111, 1735554, 1098629, 1791365, 1922953, 1320331, 1323917, 1439633, 1752977, 279450, 1708954, 1153437, 294305, 645542, 637863, 217003, 113070, 1857454, 1296304, 1189297, 1770416, 330680, 348600, 566714, 889790, 528834, 1286086, 730567, 842186, 1559498, 1762763, 1819599, 9681, 352722, 1836499, 622036, 1280468, 1673178, 42459, 1830367, 323040, 934887, 295913, 763369, 1229295, 1594352, 1896952, 2003449, 306682, 1419772, 588798}	63666
Linda	Wiggins	6/26/1976	{713728, 256515, 98310, 319498, 568848, 164369, 477212, 942623, 1158176, 1252384, 1778732, 362541, 1357359, 537651, 285240, 1031737, 293434, 1054785, 155203, 1137220, 2008652, 555087, 515664, 618064, 356435, 166910, 101464, 312922, 1303647, 1786464, 615012, 1140838, 620135, 1529960, 1497198, 1928818, 628345, 29318, 1151116, 634510, 1215120, 1559184, 91795, 389268, 1798803, 1897620, 1870491, 1492124, 978591, 1558690, 554147, 3748, 1252003, 1412262, 518823, 1608867, 429225, 633514, 243380, 578234, 668349, 204992, 1940673, 230086, 112330, 1888975, 820947, 663545, 1241310, 350440, 1010921, 1281258, 1643243, 324332, 875244, 1807598, 2000622, 1691377, 2014450, 436472, 798459, 967423, 968451, 301830, 824070, 672524, 160536, 682778, 723226, 1110302, 462114, 831780, 1875750, 1308969, 1522986, 1263919, 209716, 355125, 1955636, 1872183, 215352, 1849144, 2023739, 366398, 977732, 1539401, 1129809, 173908, 1819478, 1501528, 670560, 1594723, 1797993, 1345390, 45425, 1712497, 1244019, 1387894, 1488759, 1714553, 1886592, 1735554, 321417, 1922953, 1063307, 1320331, 431502, 1439633, 218514, 909717, 1822102, 1572763, 5021, 1153437, 957866, 1601462, 1016763, 889790, 1066947, 539078, 1286086, 699849, 1331657, 2033611, 41932, 1185740, 852433, 1585105, 1836499, 768982, 830429, 1569757, 1418213, 929258, 1147370, 1915371, 1564141, 879087, 870901, 2003449, 1406974}	86639
Cyril	Sanders	4/30/1967	{755203, 1106951, 130056, 1626120, 996362, 1198091, 2035209, 1436685, 1527824, 1654807, 1719832, 1545246, 948766, 1252384, 629283, 202277, 184872, 1320490, 891435, 1269293, 1785390, 1357359, 6197, 1116214, 1981493, 285240, 2023995, 1661508, 1951306, 644684, 555087, 1011281, 203350, 1304151, 1870934, 312922, 1307228, 1096797, 1432668, 1592927, 967267, 979045, 1354854, 1529960, 391789, 496238, 175727, 1497198, 1926253, 34418, 223859, 494195, 1804402, 1573495, 787079, 1413769, 514192, 1827990, 1431703, 39072, 375456, 1252003, 518823, 1139881, 1145524, 41654, 827575, 69308, 2042558, 1156290, 1075406, 820947, 1378004, 1601748, 1637075, 651481, 132321, 120036, 1890020, 1187046, 228583, 771820, 440557, 259310, 792300, 875244, 861944, 798459, 1112315, 543997, 218366, 547071, 1698046, 617732, 1244933, 301830, 1646344, 665353, 1560842, 1819915, 1125644, 1189651, 157466, 591647, 329001, 1308969, 719149, 1177901, 884527, 325424, 951601, 805173, 1013051, 260412, 1398590, 602943, 1598273, 927554, 1777990, 1220423, 973132, 315213, 2023244, 819535, 959312, 778066, 1501528, 249180, 263008, 1602913, 865122, 1091941, 687463, 2036584, 26474, 1281388, 1588590, 432502, 1387894, 15740, 1735554, 1937797, 1475974, 2032006, 909192, 1922953, 6027, 1373582, 723350, 1443224, 807321, 279450, 741789, 833953, 1627044, 1379239, 1310634, 267691, 1821103, 1729972, 994229, 618426, 1621947, 889790, 107458, 1447876, 822727, 797641, 1892300, 83917, 1812429, 1585105, 1836499, 802779, 1910236, 1419741, 739810, 193508, 1147370, 331755, 1923562, 1071088, 2003449}	74415
Douglas	Tucker	1/19/1993	{1319937, 1654275, 144388, 101897, 996362, 1024533, 1612822, 1588759, 1200151, 1252384, 1533984, 1437221, 1271337, 212526, 321584, 523313, 886832, 1749553, 1954871, 285240, 487992, 1220664, 69179, 1052732, 1339974, 632398, 555087, 664659, 1510995, 1921624, 312922, 1980512, 1907297, 1529960, 1497198, 1261168, 223859, 1392755, 987768, 626816, 815745, 1058436, 233094, 1091718, 1084552, 1471624, 1015946, 1034891, 682646, 446107, 897694, 1379489, 727717, 518823, 1618605, 2222, 52925, 2042558, 2035905, 1130690, 111304, 1045214, 1638112, 2024162, 697576, 1010921, 1626344, 691949, 1812721, 281842, 346866, 850162, 1736946, 798459, 1535745, 1378565, 301830, 976647, 625419, 1666833, 1360663, 1617692, 635165, 253214, 1711399, 1308969, 1300267, 156972, 1640753, 235314, 805173, 260412, 1941822, 359743, 958271, 299841, 927554, 1649984, 1646916, 534341, 1795912, 1227082, 1928525, 408915, 593747, 1088854, 790360, 432985, 1297245, 323423, 482655, 1343842, 875883, 752495, 1790320, 1387894, 842103, 2026872, 1371513, 1014651, 1902975, 456579, 1513860, 1098629, 296326, 1202566, 1323917, 1717645, 1174935, 266648, 550813, 783262, 193443, 530853, 552871, 269224, 377256, 637863, 654247, 900521, 402864, 1189297, 683954, 832434, 1296304, 1770416, 438710, 1919410, 348600, 910776, 2017715, 1413051, 889790, 83917, 615375, 1821648, 9681, 1836499, 811991, 864727, 1673178, 1393628, 1419741, 140767, 1281504, 1542625, 975337, 1147370, 416749, 1071088, 1224176, 870901, 2003449, 1179643, 656893}	96861
Davida	Kelley	8/8/1989	{235022, 1920015, 397331, 306710, 1167388, 749085, 174622, 1158176, 1252384, 679462, 493096, 916522, 1778732, 1109039, 442423, 285240, 246332, 988228, 474187, 191052, 1287755, 134734, 555087, 515664, 713816, 1195608, 312922, 1402456, 597084, 395357, 242275, 845412, 380006, 1529960, 176235, 1497198, 114291, 894580, 389237, 951411, 1708149, 1879158, 1643642, 1514109, 231040, 836226, 863877, 1323666, 1765525, 682646, 551064, 1616035, 1948323, 1021606, 518823, 1869994, 211116, 59584, 1199301, 111304, 745673, 1771721, 15564, 1246413, 1598669, 920279, 369374, 697576, 1010921, 799467, 316142, 806128, 1814773, 1270523, 348413, 355583, 514308, 301830, 1593609, 81164, 1635600, 1572116, 738584, 1559322, 61724, 1538335, 1308969, 1732906, 465195, 1263919, 142132, 1978676, 1849144, 645433, 382269, 264008, 802120, 1305929, 189261, 1433933, 1601869, 1816921, 323423, 1526623, 1102177, 26474, 965482, 4974, 1717103, 1469296, 1151857, 298868, 1387894, 1290617, 1428349, 809854, 522111, 1735554, 1574787, 372613, 1922953, 1258890, 1320331, 678287, 1286544, 94618, 201629, 1809834, 1277359, 298420, 337846, 889790, 540608, 1225665, 1637319, 346058, 69580, 615375, 1836499, 1192917, 1870299, 1419741, 1281504, 1791460, 975337, 929258, 1147370, 1915371, 1488878, 1553905, 1180660, 1235447, 2003449, 1331196, 656893}	77868
Maria	Sallee	7/14/1972	{1836034, 755203, 613387, 550924, 1198091, 235022, 1745932, 1114645, 749085, 1545246, 1252384, 1533984, 202277, 970797, 801846, 644664, 1837624, 285240, 1220664, 335937, 155203, 499786, 555087, 1951825, 451670, 861270, 1402456, 312922, 602206, 967267, 845412, 675942, 732774, 1140838, 1354854, 1222250, 596075, 1529960, 1774182, 496238, 1261168, 441462, 1337466, 1088126, 105599, 1521794, 126090, 505994, 1360011, 1771156, 1827990, 1431703, 629406, 518823, 758441, 480438, 69308, 668349, 204992, 58562, 1417924, 745673, 1547465, 1601748, 1568469, 132321, 724193, 120036, 228583, 1748712, 1302249, 1010921, 1789160, 324332, 1247471, 1464052, 404213, 1814773, 861944, 798459, 1795323, 543997, 1698046, 1244929, 617732, 301830, 665353, 609554, 170264, 193818, 1559322, 179486, 1308969, 465195, 433966, 2023739, 1398590, 359743, 1511232, 1647935, 802120, 1420617, 973132, 315213, 1442126, 819535, 1005398, 1271127, 1816921, 564570, 2017115, 1297245, 1526623, 1151328, 1730917, 26474, 1470315, 626033, 1387894, 1129336, 1058170, 1735554, 618884, 1045892, 909192, 1922953, 1320331, 1323917, 1717645, 445845, 834971, 920478, 115616, 1565091, 700838, 637863, 269224, 243114, 1821103, 1497522, 1103283, 337846, 1142198, 330680, 1097144, 889790, 540608, 1066947, 1331657, 74705, 744402, 1210833, 1898966, 1846747, 1994722, 2032617, 1147370, 1923562, 795629, 1553905, 592373, 839157, 988662, 2003449}	98878
Brian	Berry	12/30/1966	{130056, 1527824, 1024533, 87573, 1654807, 1719832, 231961, 486428, 629283, 651300, 202277, 794659, 1320490, 1269293, 426030, 1981493, 1116214, 784955, 1143867, 2023995, 1816127, 1064513, 1136714, 644684, 520782, 555087, 114768, 1011281, 581202, 312922, 1592927, 967267, 1529960, 1497198, 175727, 2016369, 1804402, 223859, 1152635, 1413769, 1503370, 207500, 1317517, 1180302, 1961620, 192668, 810141, 682655, 39072, 518823, 540328, 1139881, 1569448, 2042558, 695487, 1156290, 1417924, 1895622, 1075406, 187088, 1637075, 1378004, 1556180, 1951963, 142048, 1271009, 1576676, 286438, 659687, 1187046, 799467, 467697, 1795323, 799997, 1698046, 218366, 617732, 301830, 665353, 1107210, 1819915, 1750799, 609554, 170264, 244505, 157466, 140059, 1559322, 995615, 562466, 211749, 1432360, 329001, 1308969, 719149, 1177901, 325424, 1655602, 805173, 1252152, 260412, 1522492, 380222, 786752, 927554, 1777990, 1758536, 547658, 973132, 911180, 2023244, 819535, 959312, 276817, 1005398, 2030941, 971617, 128354, 895848, 2036584, 432490, 1281388, 1151857, 281460, 1652596, 1387894, 1466742, 1735554, 634244, 1937797, 1475974, 909192, 1922953, 711052, 1373582, 1439633, 807321, 1109915, 1705884, 1041319, 1666471, 880553, 1821103, 1868211, 1341876, 123829, 1621947, 889790, 1710018, 1606084, 1728967, 1892300, 1812429, 744402, 1836499, 1240027, 1910236, 1148893, 773598, 1260510, 1830367, 739810, 1395682, 925668, 295913, 1147370, 1923562, 1071088, 1769968, 2003449}	92774
George	Harris	2/18/1959	{449027, 357891, 459782, 1635854, 1894417, 1049619, 87573, 1024533, 1114645, 778777, 1625117, 1077797, 408105, 1394730, 1871405, 689711, 1357359, 1854005, 285240, 1816127, 335937, 995905, 1350212, 1433159, 134734, 555087, 637522, 1739862, 1884761, 312922, 712284, 602206, 2030690, 967267, 1614951, 1529960, 176235, 127086, 1497198, 5232, 2016369, 1034871, 990328, 115840, 1945216, 1307781, 957063, 323721, 126090, 1813643, 1781902, 57489, 198803, 1143447, 1691799, 549531, 192668, 317602, 355490, 1581733, 518823, 540328, 700586, 1090222, 554162, 979655, 890057, 500431, 25297, 727253, 831196, 142048, 580324, 1010921, 1429225, 703216, 627953, 798459, 799997, 348413, 975613, 1698046, 1215235, 617732, 911108, 301830, 665353, 699658, 1341194, 1135887, 248593, 1206040, 244505, 39706, 1175834, 591647, 570146, 1993508, 433966, 501560, 1252152, 1731385, 1758536, 1305929, 973132, 1442126, 819535, 1508686, 121176, 84824, 255834, 962394, 782172, 1330009, 1492314, 2034011, 971617, 1258855, 1970023, 1681774, 1151857, 281460, 914293, 1387894, 207224, 104319, 2006913, 1735554, 1951619, 1922953, 1320331, 386956, 1504150, 1763736, 807321, 1866136, 834971, 201629, 1386397, 880553, 1821103, 298420, 1439669, 738230, 338875, 887742, 889790, 908734, 1426879, 1461186, 824772, 1162188, 1061330, 1836499, 458200, 1419741, 1260510, 1830367, 1500136, 153577, 295913, 1147370, 1923562, 1421294, 1488878, 1749998, 485367, 2003449, 1521659}	67445
