GivenName	Surname	Birthday	twostephash	uid
Patrick	Gass	10/20/1940	{130056, 1542157, 1467415, 1252384, 1533984, 629283, 1407025, 401970, 1981493, 1003062, 487992, 1220664, 1816127, 790592, 1847874, 1628227, 531524, 555087, 821840, 1907281, 142418, 938067, 312922, 345690, 818267, 1114204, 1197661, 2023519, 967267, 1432163, 1529960, 1412713, 1497198, 1261168, 1142389, 132729, 1090170, 626816, 187524, 313479, 552584, 1273994, 1972875, 622736, 2031761, 1740434, 1303704, 1509528, 285341, 897694, 1921185, 1608867, 518823, 1953959, 21170, 501426, 602290, 769716, 1339578, 1842875, 1128636, 434877, 1150652, 489663, 329928, 1082057, 112330, 1388234, 764620, 1314509, 1916120, 184539, 902878, 34532, 1010921, 1259, 1231087, 364785, 1159411, 1296629, 798459, 1698046, 617732, 301830, 1519366, 672524, 1959417, 526096, 1660177, 1728790, 160536, 193818, 448796, 666908, 678687, 29472, 1680162, 321832, 1308969, 1008939, 719149, 1058099, 209716, 1811257, 709946, 359743, 363849, 973132, 1857869, 1941836, 819535, 2023244, 1373012, 842581, 1005398, 1390421, 1297245, 1117023, 1282403, 620388, 733541, 1367917, 1783665, 979826, 407413, 432502, 2026872, 1735554, 237955, 1098629, 1328005, 947079, 1922953, 1063307, 1320331, 1323917, 1929105, 592275, 377239, 1174935, 807321, 752549, 637863, 269224, 1821103, 1770416, 1610673, 1695665, 793525, 1178044, 889790, 908734, 1855422, 1259970, 986567, 36298, 290766, 950734, 1892304, 895953, 1836499, 734680, 1251288, 916444, 1393628, 463838, 1419741, 887783, 1741289, 1147370, 1923562, 1461235, 1777651, 2003449, 728570}	25347
Linda	Jones	8/21/1980	{98310, 319498, 326670, 1158176, 88097, 1252384, 1775648, 1887783, 1121324, 1778732, 1357359, 1801775, 73778, 105522, 1954871, 285240, 1031737, 14394, 69179, 293434, 417346, 1090626, 1137220, 1542213, 191052, 134734, 555087, 515664, 1945681, 938067, 1746518, 1213015, 713816, 960088, 312922, 1534554, 395357, 1303647, 550502, 983654, 1529960, -1430, 176235, 1497198, 730739, 389237, 1708149, 1215607, 987768, 1058436, 957063, 1151116, 891021, 1335949, 1559184, 2031761, 322194, 1765525, 77975, 1492641, 1146019, 1252003, 518823, 61609, 429225, 1839275, 1921194, 271534, 138930, 246456, 1478328, 1940673, 795849, 112330, 1278153, 1109709, 820947, 332503, 599770, 2024162, 1010921, 1425643, 875244, 152815, 754, 1608435, 798459, 1019131, 348413, 945411, 301830, 824070, 310024, 209161, 672524, 1666833, 943891, 1172244, 1728790, 160536, 29472, 462114, 1308969, 572207, 1263919, 728369, 355125, 1719605, 501560, 1849144, 382269, 1633087, 1007428, 534341, 1305929, 189261, 1501528, 620388, 1589609, 26474, 875883, 157547, 1345390, 801138, 1244019, 1387894, 1273207, 1488759, 507773, 1428349, 233855, 1735554, 1753991, 1063307, 1320331, 1466777, 1572763, 201629, 193443, 1005993, 402864, 683954, 298420, 709557, 1601462, 1712059, 178620, 889790, 1286086, 41932, 328652, 1585105, 1836499, 93141, 768982, 1419741, 908767, 1176545, 929258, 150507, 1915371, 936429, 1893365, 1235447, 1751544, 2003449}	24989
Charles	Kelly	1/31/1959	{685572, 98310, 1213958, 550924, 972814, 1635854, 1920015, 1114645, 306710, 749085, 1158176, 88097, 1252384, 936995, 1077797, 679462, 1429032, 1186859, 1871405, 1129006, 442423, 285240, 1954871, 1356860, 26174, 335937, 1350212, 1423437, 555087, 1402456, 312922, 597084, 602206, 845412, 1529960, 1497198, 951411, 234613, 1034871, 987768, 1152635, 115840, 1945216, 681602, 1058436, 1307781, 126090, 207500, 582797, 1180302, 1781902, 1395859, 1749139, 1961620, 843941, 1473189, 518823, 1891496, 706737, 138930, 554162, 594100, 868022, 1856193, 58562, 111304, 745673, 1075406, 500431, 1637075, 1378004, 1601748, 651481, 599770, 1260768, 2024162, 697576, 1010921, 1247471, 703216, 1814773, 798459, 1019131, 961277, 375041, 1827585, 911108, 301830, 699658, 1267470, 2006798, 1666833, 1175834, 1559322, 1820448, 1993508, 1708326, 1326888, 465195, 433966, 1655602, 577337, 534341, 264008, 802120, 547658, 1626952, 1857869, 1442126, 1508686, 411984, 959312, 1305424, 1330009, 255834, 1816921, 2034011, 323423, 482655, 1526623, 1589609, 157547, 875883, 1469296, 1151857, 808821, 1387894, 1290617, 1735554, 1951619, 2020226, 1922953, 1320331, 1504150, 834971, 1109915, 890783, 193443, 243114, 963499, 1043373, 402864, 683954, 709557, 337846, 738230, 887742, 889790, 540608, 1710018, 39363, 1728967, 328652, 824782, 615375, 865230, 1228239, 1836499, 458200, 1910236, 1419741, 743902, 1281504, 1171937, 149990, 1794022, 1500136, 975337, 1147370, 1488878, 1749998, 1553905, 1731569, 2003449, 1521659, 68604, 656893, 313854}	67359
Henry	Ross	2/21/1980	{390163, 1136154, 1625117, 1775648, 408105, 426030, 236592, 1854005, 392246, 1548345, 1816127, 1064513, 1847874, 1628227, 1687619, 191052, 790092, 555087, 938067, 1717331, 1637973, 1870934, 1213015, 312922, 1124955, 1765468, 395357, 782434, 1432163, 979045, 1529960, 1412713, 127086, 1497198, 34418, 1708149, 1573495, 271479, 987768, 1058436, 2031761, 74386, 1303704, 1509528, 375456, 355490, 233635, 1608867, 518823, 540328, 1921194, 1942199, 373945, 1128636, 1150652, 1543869, 489663, 1488581, 15564, 31955, 332503, 663545, 1224414, 149727, 142048, 174816, 2024162, 38627, 1631460, 286438, 1010921, 1110762, 799467, 792300, 908523, 316142, 589039, 1393398, 1416951, 435960, 301830, 1519366, 209161, 1954571, 672524, 1959417, 608529, 1666833, 1172244, 473365, 1728790, 199959, 160536, 244505, 157466, 1794836, 1814303, 321832, 1308969, 481069, 1719605, 501560, 1252152, 382269, 567102, 1633087, 1598273, 1007428, 534341, 1758536, 189261, 1516372, 1117023, 971617, 620388, 875883, 1387894, 1735554, 2041218, 1753991, 1063307, 1320331, 181137, 1602456, 1866136, 1237408, 784290, 193443, 1041319, 1379239, 1005993, 1310634, 99755, 1787308, 1372079, 402864, 683954, 1439669, 1712059, 889790, 934347, 1836499, 93141, 582616, 1240027, 1419741, 463838, 1260510, 1830367, 1622497, 1395682, 295913, 1147370, 678381, 936429, 1235447, 2003449}	34602
Don	Parker	12/11/1958	{996362, 1542157, 1920015, 1114645, 1942056, 1498666, 523313, 105522, 1600566, 1954871, 285240, 1579064, 1052732, 1816127, 596548, 47180, 1345101, 555087, 1900117, 312922, 345690, 602206, 1294432, 1908326, 1529960, 1497198, 260210, 223859, 1058436, 863877, 957063, 1413769, 126090, 1015946, 1278602, 1317517, 1781902, 682646, 706205, 1146019, 518823, 540328, 1569448, 1265842, 21683, 1478328, 1150652, 1298108, 2042558, 2035905, 58562, 111304, 930505, 500431, 1951963, 902878, 142048, 1026784, 740578, 2024162, 659687, 697576, 1010921, 364785, 281842, 346866, 850162, 1736946, 1956597, 798459, 987900, 301830, 1666833, 943891, 244505, 1757465, 140059, 1617692, 1993508, 655656, 1224489, 1308969, 1008939, 433966, 572207, 805173, 1252152, 1649984, 927554, 1646916, 534341, 1758536, 335689, 1442126, 408915, 302932, 1330009, 310619, 2034011, 2030941, 323423, 971617, 1343842, 620388, 733541, 300390, 875883, 1199469, 16238, 502639, 1387894, 1466742, 2006913, 652674, 1250691, 634244, 1951619, 1922953, 97675, 1320331, 1439633, 984981, 834971, 193443, 722340, 1711014, 637863, 1364393, 402864, 683954, 832434, 298420, 738230, 1824699, 1782204, 887742, 889790, 39363, 1812429, 615375, 1836499, 811991, 458200, 151515, 1419741, 1260510, 1830367, 323040, 2027998, 295913, 975337, 1749998, 159727, 1071088, 2003449, 1179643, 656893}	3057
Randolph	Coady	4/27/1958	{1601541, 1686538, 1198091, 550924, 1745932, 1527824, 1362449, 1083924, 1252384, 1815075, 1556519, 1942056, 1568298, 1790509, 1357359, 523313, 285240, 2023995, 1052732, 560710, 1016903, 644684, 555087, 1580629, 451670, 1839705, 312922, 1432668, 48221, 1096797, 1303647, 1389152, 1507933, 1975903, 166501, 1354854, 1529960, 9834, 596075, 1916522, 1497198, 441462, 1573495, 105599, 1511044, 1838219, 107660, 1781902, 1489039, 829584, 892560, 1200785, 1559184, 2031761, 1610389, 1642127, 889499, 556701, 315038, 629406, 880798, 998045, 1645727, 1201315, 1252003, 1608867, 518823, 211116, 753840, 480438, 110775, 1824951, 1159866, 220347, 69308, 386235, 1150652, 1024191, 1831614, 123074, 885450, 685263, 739536, 1777362, 820947, 623326, 1026784, 132321, 228583, 1010921, 172779, 875244, 224495, 1371376, 583414, 841975, 1346294, 798459, 335871, 543997, 218366, 392964, 301830, 1644297, 1341194, 672524, 1177366, 157466, 39706, 635165, 809248, 1993508, 321832, 329001, 1224489, 1308969, 207151, 209716, 1897780, 1003835, 1649984, 444225, 160069, 864076, 315213, 1627474, 1501528, 540505, 1330009, 2034011, 1617758, 1907038, 1343842, 620388, 1173864, 1664873, 1622379, 1929584, 1244019, 281460, 1122678, 625017, 1306623, 970108, 2006913, 652674, 1735554, 713092, 1045892, 2020226, 1922953, 97675, 1063307, 1320331, 1415564, 723350, 494489, 1034650, 637863, 113070, 1345968, 477617, 738230, 649143, 618426, 887742, 528834, 1937859, 795588, 1470409, 492491, 41932, 308172, 1812429, 1585105, 772563, 1836499, 93141, 458200, 151515, 1846747, 1419741, 1376226, 1044964, 1147370, 736235, 1749998, 1493999, 261619, 304627, 2003449, 1179643, 836095}	80590
Wallace	Blanchard	1/25/1970	{1695232, 1654275, 1213958, 550924, 1886732, 1527824, 103957, 749085, 1609247, 1158176, 1252384, 1077797, 1098279, 221743, 277040, 801846, 285240, 1701438, 67648, 335937, 1350212, 733255, 1490503, 784457, 1529930, 1882185, 196685, 632398, 555087, 618064, 1686608, 284243, 191061, 246870, 10327, 312922, 825434, 1432668, 543326, 602206, 22624, 871007, 1980512, 845412, 701029, 1140838, 1501802, 128620, 1497198, 987768, 644728, 1955970, 1058436, 1307781, 233094, 1353862, 52362, 126090, 1395859, 1087637, 1303704, 446107, 39072, 1201315, 518823, 1562279, 762539, 554162, 868022, 1644214, 1099449, 668349, 202430, 1493694, 204992, 1856193, 58562, 914115, 1130690, 508101, 1070277, 1113798, 1375938, 745673, 864458, 1547465, 500431, 1390292, 920282, 1260768, 1748712, 1010921, 1807083, 324332, 691949, 861934, 1247471, 1871089, 1814773, 100090, 798459, 1393402, 1592572, 218366, 1902336, 375041, 133890, 496386, 968451, 301830, 672524, 248593, 711953, 564499, 838932, 1666833, 160536, 157466, 723226, 1365787, 635165, 1380123, 1340196, 917797, 1998628, 321832, 329001, 465195, 953132, 433966, 209716, 739124, 272184, 1284410, 1647935, 1563969, 388418, 1598273, 534341, 802120, 1420617, 1626952, 1047886, 1442126, 1508686, 1709907, 2008916, 1088854, 432985, 255834, 199003, 620388, 867176, 875883, 1657195, 610669, 61294, 1469296, 326513, 298868, 1313653, 1387894, 386426, 1735554, 1951619, 2020226, 1937797, 971143, 1922953, 1063307, 1320331, 2023825, 616852, 1895828, 1504150, 834971, 1678235, 335263, 528799, 193443, 1723823, 402864, 806321, 147378, 683954, 1271218, 1576373, 348600, 296892, 1039805, 889790, 1461186, 1066947, 393158, 1149897, 1331657, 2033611, 778188, 1934797, 1210833, 1836499, 400857, 1734108, 1419741, 1994722, 1468391, 1500136, 1147370, 1594352, 592373, 988662, 2003449, 1521659}	1877
Diana	Miller	3/30/1950	{2039809, 379910, 130056, 996362, 550924, 235022, 120341, 1654807, 1167388, 749085, 1252384, 409633, 898081, 629283, 794659, 202277, 1320490, 1177131, 1743406, 1981493, 1116214, 285240, 898616, 1003579, 2023995, 290369, 1053252, 941126, 644684, 555087, 1620048, 1907281, 1739859, 203350, 1402456, 312922, 1307228, 1432668, 845412, 1559140, 1529960, 1497198, 175727, 1804402, 223859, 494195, 32383, 105599, 1413769, 1984651, 634510, 1781902, 518823, 906920, 61609, 1139881, 1472172, 1868462, 1143997, 2042558, 2035905, 1417924, 745673, 1075406, 1613009, 1637075, 1378004, 1601748, 651481, 1627872, 252645, 453350, 1187046, 1010921, 1247471, 1814773, 1131766, 798459, 1795323, 218366, 967427, 23300, 301830, 1018631, 1313544, 1646344, 525071, 691473, 609554, 1134870, 39706, 157466, 544539, 1917725, 1454367, 1820448, 1993508, 1272103, 329001, 1308969, 465195, 719149, 325424, 739124, 805173, 604475, 260412, 1603902, 1356096, 927554, 1398085, 1777990, 802120, 547658, 2023244, 959312, 1005398, 1330009, 1816921, 1527131, 2034011, 337760, 1058144, 1727330, 1091941, 867176, 1281388, 1469296, 1151857, 1239411, 188277, 432502, 1387894, 1807229, 2006913, 1735554, 1937797, 1475974, 1922953, 1373582, 332693, 169879, 807321, 1705884, 1889186, 1163177, 243114, 294831, 1914801, 168885, 738230, 887742, 889790, 540608, 1066947, 797641, 1920457, 1892300, 1812429, 744402, 1836499, 1034708, 458200, 1910236, 1147370, 1758700, 1749998, 1772015, 1071088, 1553905, 1769968, 1180660, 2003449, 313854}	93305
Scott	Tsosie	10/11/2002	{130056, 56329, 1620488, 836095, 1467415, 1427485, 623133, 1545246, 629283, 802856, 205354, 362541, 1242161, 1981493, 1954871, 501306, 2039870, 1213502, 560710, 1151052, 555087, 821840, 1717331, 903767, 1512025, 1839705, 770140, 1294432, 782434, 1491044, 1018470, 1614951, 652392, 1497198, 1142389, 288886, 1215607, 987768, 132729, 1404533, 1058436, 594055, 1530505, 1230987, 1466507, 829584, 2031761, 1740434, 1647763, 1303704, 285341, 706205, 1608867, 518823, 510633, 573101, 1816753, 308402, 1721010, 373945, 1339578, 1298108, 434877, 752830, 1446077, 1895620, 764620, 31955, 936150, 1477849, 1363674, 184539, 2009820, 2028764, 174816, 1844449, 2024162, 1992942, 335871, 301830, 1002251, 672524, 1795340, 1040142, 1666833, 1728790, 199959, 160536, 858903, 1487130, 448796, 567582, 1550623, 1389863, 276776, 321832, 343848, 719149, 187700, 209716, 274235, 663357, 534341, 913222, 1498951, 1161545, 864076, 2023244, 464722, 1627474, 302932, 1516372, 310619, 1079646, 1617758, 2017119, 1252706, 620388, 1904484, 300390, 875883, 1281388, 16238, 121711, 1289584, 1374069, 432502, 1387894, 1689474, 1149827, 1336708, 1922953, 1063307, 1320331, 1544077, 1929105, 1995666, 984981, 377239, 807321, 222618, 147870, 1237408, 193443, 1804707, 99755, 1145259, 1597869, 402864, 683954, 709557, 1178044, 1201084, 1702333, 580547, 772548, 393158, 984009, 1126346, 934347, 1892304, 618449, 1131986, 372184, 1251288, 992220, 1044964, 1908708, 975337, 1147370, 1564141, 1182193, 1822194, 2003449, 1025534, 1333759}	53685
Kathern	Hanks	1/11/1981	{613376, 1213958, 996362, 1085964, 1527824, 390163, 678425, 1545246, 948766, 1252384, 1077797, 1676326, 580139, 1269293, 21557, 1954871, 285240, 1548345, 561212, 81986, 1350212, 191052, 644684, 1607758, 555087, 1426002, 312922, 1091675, 1432668, 395357, 1197661, 234591, 1096800, 1294432, 1634400, 1908326, 1529960, 1497198, 1167986, 223859, 830579, 1708149, 1432184, 987768, 1058436, 1307781, 1511044, 1949316, 52362, 1972875, 908943, 1816726, 1315991, 320157, 39072, 1852581, 141991, 518823, 1333929, 554162, 769716, 501944, 863419, 1298108, 1842875, 2042558, 2035905, 589507, 1765065, 112330, 1598669, 506588, 1224414, 34532, 1110762, 1259, 633579, 1324278, 1416951, 798459, 218366, 968451, 301830, 1506573, 1635600, 1666833, 473365, 1055510, 1535769, 157466, 1814303, 74017, 1047329, 1680162, 1773858, 169765, 1374503, 329001, 263470, 1651504, 739124, 805173, 709946, 260412, 382269, 927554, 534341, 363849, 841546, 189261, 1508686, 1857869, 1089360, 96593, 302932, 255834, 310619, 1061213, 1327971, 300390, 875883, 1783665, 979826, 477557, 14715, 2025339, 669566, 1338239, 1644415, 1735554, 131972, 1937797, 1922953, 1320331, 1087884, 1122189, 2040719, 592275, 984981, 1504150, 784290, 193443, 402864, 1695665, 832434, 683954, 1413051, 889790, 1383359, 1812429, 1836499, 1419741, 1007588, 1012710, 706535, 1500136, 1147370, 1822698, 504300, 1071088, 1388018, 87027, 204789, 1893365, 1235447, 2003449, 1521659}	5435
Leroy	Haider	10/25/1965	{1213958, 130056, 599050, 996362, 235022, 376336, 1362449, 1154579, 272405, 1200151, 1719832, 1591834, 20506, 1609247, 1252384, 629283, 202277, 1077797, 891435, 215084, 1269293, 1512491, 236592, 6197, 1981493, 39994, 1143867, 67648, 1350212, 784457, 1882185, 555087, 821840, 1011281, 1867858, 191061, 1277013, 1637973, 1402456, 668249, 312922, 543326, 354401, 782434, 1432163, 1529960, 1497198, 114291, 223859, 1644666, 1857659, 1514109, 11395, 1307781, 1413769, 1015946, 622736, 2031761, 1087637, 1143447, 1303704, 285341, 1791134, 877215, 518823, 1031851, 211116, 554162, 1150652, 2042558, 1598145, 1156290, 1018563, 644808, 1707213, 1601748, 727253, 1971927, 1428698, 184539, 799467, 316142, 589039, 861934, 1231087, 754, 281842, 346866, 850162, 1736946, 1871089, 1841914, 301830, 672524, 1890061, 1572116, 1654548, 1728790, 160536, 1559322, 61724, 1617692, 321832, 481069, 719149, 1177901, 209716, 805173, 1013051, 260412, 824637, 567102, 1293116, 388418, 927554, 2023244, 1508686, 408915, 1709907, 2008916, 1816921, 255834, 1526623, 620388, 1099621, 687463, 2036584, 1281388, 1588590, 1717103, 730993, 432502, 1387894, 1678724, 1922953, 1063307, 1320331, 1373582, 1070992, 181137, 1929105, 2038673, 1895828, 1504150, 1389464, 526233, 807321, 1443224, 741789, 528799, 1934753, 1521659, 243114, 1114028, 1372079, 368560, 832434, 337846, 3001, 1621947, 889790, 540608, 1470409, 1812429, 1819599, 1892304, 1836499, 811991, 1251288, 549339, 802779, 1419741, 1500136, 1147370, 607217, 1553905, 2003449, 1534971}	99269
Carmine	Retherford	3/17/1963	{613376, 459782, 849414, 332297, 319498, 996362, 887310, 1114645, 1719832, 178715, 835100, 1545246, 1252384, 1974818, 1672233, 1269293, 689711, 285240, 1548345, 1003579, 1143867, 335937, 417346, 1053252, 1137220, 1553994, 555087, 515664, 942672, 1011281, 1620048, 1686608, 1739859, 451670, 1463385, 312922, 602206, 234591, 1592927, 550502, 1529960, 1501802, 596075, 1497198, 114, 223859, 730739, 1167986, 560759, 1184893, 1397380, 1353862, 957063, 2022535, 126090, 553610, 945802, 1216141, 1317517, 1335949, 1474701, 57489, 1973386, 1991824, 1986709, 2016919, 1303704, 629406, 39072, 1492641, 858787, 518823, 919720, 762539, 1839275, 717485, 588974, 1090222, 21683, 480438, 1644214, 364729, 1310907, 1241278, 1940673, 728770, 1156290, 1767625, 30926, 500431, 771284, 964311, 1867479, 818905, 353501, 1224414, 142048, 1026784, 1609953, 137958, 453350, 152815, 283378, 1296629, 1416951, 1380600, 798459, 967427, 23300, 301830, 2043654, 310024, 525071, 1635600, 559377, 1746705, 473365, 1134870, 936732, 1917725, 1814303, 29472, 74017, 462114, 1308969, 1229612, 591661, 433966, 1177901, 1787180, 465202, 805173, 1922361, 604475, 260412, 927554, 1806664, 1106761, 1743177, 1442126, 896848, 934226, 1058144, 1070945, 1258855, 711528, 1743207, 1970023, 1069932, 752495, 326513, 504178, 626033, 463734, 803702, 1387894, 839033, 507773, 669566, 104319, 1543554, 1735554, 1951619, 1320331, 386956, 1087884, 1046934, 1678235, 885150, 294305, 784290, 350628, 1559462, 1597869, 294831, 1914801, 456114, 26036, 121269, 1413051, 1621947, 2037691, 889790, 1383359, 979394, 795588, 393158, 1286086, 1470409, 1337293, 1812429, 1819599, 266195, 1836499, 372184, 1846747, 1419741, 907743, 1607648, 431593, 1147370, 450027, 1313769, 678381, 1487849, 1180660, 1756663, 1896952, 2003449, 1328124}	23596
David	Brown	7/10/1971	{130056, 1141768, 1637384, 1745932, 397331, 1858581, 409626, 1625117, 818717, 1158176, 1252384, 1263137, 916522, 1778732, 236592, 1341488, 1981493, 242746, 1124423, 1287755, 555087, 114768, 618064, 821840, 451670, 1195608, 1921624, 312922, 1085537, 782434, 1432163, 1140838, 1529960, 1751658, 596075, 1497198, 1651, 114291, 894580, 1514109, 231040, 1503370, 1556618, 622736, 91793, 1323666, 389268, 285341, 518823, 1869994, 211116, 1118382, 480438, 1602231, 1990327, 668349, 204992, 1255628, 1598669, 353998, 369374, 661219, 1395939, 1010921, 799467, 324332, 316142, 589039, 1231087, 2031344, 1380600, 713477, 301830, 1331464, 1276174, 14612, 1572116, 1728790, 723226, 61724, 1550623, 1820448, 562466, 832803, 630057, 1308969, 1732906, 481069, 719149, 1849144, 645433, 2023739, 567102, 2023244, 1587534, 1390421, 432490, 1281388, 4974, 1717103, 626033, 1387894, 1735554, 1045892, 492933, 1290120, 1038730, 1320331, 1373582, 1432976, 181137, 1929105, 807321, 94618, 1705884, 889759, 1666471, 1372079, 1722288, 121269, 1601462, 1073591, 41404, 296892, 1975740, 60865, 1225665, 1066947, 795588, 1606084, 1470409, 1892304, 1836499, 1547732, 1251288, 1846747, 1419741, 31711, 925668, 1002469, 1791460, 2032617, 929258, 1147370, 1915371, 778225, 77298, 150517, 184311, 2003449, 1328124}	82338
Roger	Vargas	3/8/1982	{996362, 748052, 1114645, 464406, 778777, 1773595, 1252384, 898081, 1533984, 1118755, 261671, 456232, 493096, 236592, 1407025, 285240, 1220664, 14394, 1003579, 335937, 1053252, 370245, 1136714, 474187, 191052, 1824332, 1944142, 555087, 938067, 1739859, 312922, 712284, 395357, 602206, 2030690, 1432163, 1529960, 176235, 1497198, 2001007, 5232, 1261168, 223859, 1708149, 990328, 1643642, 1090170, 1949316, 1413769, 126090, 1813643, 892560, 1765525, 1143447, 1691799, 1864348, 1616035, 1638053, 518823, 700586, 2042558, 2035905, 58562, 1130690, 73926, 890057, 764620, 500431, 1815763, 389846, 831196, 580324, 453350, 969961, 1010921, 1110762, 1498346, 316142, 589039, 627953, 134386, 1997554, 798459, 348413, 719102, 292094, 967427, 23300, 514308, 301830, 103177, 1472274, 485367, 878870, 1917725, 1428772, 1308969, 2008363, 481069, 433966, 805173, 757561, 1464124, 382269, 567102, 359743, 927554, 1305929, 1339210, 189261, 1442126, 1853263, 1450834, 244055, 1275738, 310619, 1492314, 1297245, 573790, 1102177, 180067, 1091941, 26474, 1069932, 1387894, 1636729, 1735554, 237955, 1951619, 1098629, 1536905, 783242, 1320331, 1922953, 1323917, 678287, 1620882, 813976, 834971, 201629, 637863, 269224, 1372079, 1770416, 1914801, 298420, 907192, 338875, 889790, 487871, 1259970, 824772, 162246, 69580, 1812429, 1836499, 734680, 1870299, 916444, 1419741, 551911, 679911, 1147370, 1421294, 1488878, 1071088, 1777651, 1180660, 1021942, 1235447, 2003449}	22266
Lisa	Buggs	7/28/1981	{662018, 755203, 256515, 1813509, 98310, 1890824, 1352714, 547851, 1440266, 1745932, 390163, 647699, 1049619, 477212, 1545246, 1252384, 558118, 212526, 285240, 1031737, 169530, 14394, 1245764, 1951306, 191052, 134734, 555087, 1426002, 451670, 1739862, 101464, 909400, 312922, 1091675, 712284, 395357, 1884761, 1529960, 176235, 596075, 1025134, 1497198, 1708149, 163973, 233094, 323721, 1151116, 2031761, 1765525, 1816726, 1431703, 1303704, 1509528, 1827990, 629406, 554147, 1608867, 1581733, 439975, 518823, 429225, 540328, 480438, 578234, 112330, 25297, 120036, 1110762, 127731, 1324278, 1479414, 861944, 1513718, 348413, 531198, 739073, 968451, 301830, 824070, 44811, 672524, 160536, 908056, 1535769, 321832, 1308969, 1932075, 481069, 272686, 2005805, 1651504, 1640753, 235314, 1872183, 1731385, 382269, 1398590, 1305929, 864076, 189261, 1627474, 649048, 293730, 620388, 937833, 1345390, 1664366, 45425, 538994, 626033, 1387894, 1428349, 499073, 1735554, 1045892, 1202566, 1888136, 1063307, 1320331, 1572763, 5021, 201629, 783262, 973733, 641958, 377256, 924590, 832434, 298420, 121269, 1214391, 926652, 522174, 889790, 1426879, 1461186, 795588, 1386950, 1470409, 492491, 19917, 852433, 1836499, 768982, 1846747, 1922012, 1419741, 1542625, 208868, 1012710, 1747430, 1147370, 870901, 1893365, 1235447, 799736, 2003449}	31743
Scott	Elias	12/28/1958	{98310, 1620488, 836095, 1261589, 306710, 1427485, 1545246, 1533984, 794659, 679462, 802856, 442423, 285240, 1031737, 1220664, 1213502, 1816127, 200769, 560710, 47180, 134734, 555087, 101464, 1839705, 312922, 597084, 712284, 770140, 984156, 1197661, 2023519, 1529960, 176235, 951411, 493690, 1530505, 1317517, 1781902, 829584, 1200785, 2031761, 1771156, 1303704, 1608867, 141991, 518823, 429225, 540328, 1569448, 1721010, 1025715, 1842875, 1417924, 1895620, 961737, 112330, 1333759, 1363674, 1951963, 2028764, 623326, 1271009, 740578, 1844449, 659687, 1010921, 1259, 127731, 1513718, 1965817, 1795323, 348413, 1345283, 301830, 708359, 824070, 1002251, 672524, 1465100, 609554, 170264, 160536, 244505, 140059, 676639, 1680162, 1993508, 1374503, 321832, 1308969, 272686, 209716, 1252152, 359743, 1498951, 264008, 363849, 1161545, 1305929, 864076, 1758536, 1627474, 1005398, 1330009, 2017115, 2034011, 1297245, 1617758, 2030941, 971617, 293730, 620388, 1904484, 26474, 1664366, 808821, 1387894, 1428349, 499073, 1735554, 2006913, 634244, 1098629, 1922953, 97675, 1063307, 1320331, 1323917, 1439633, 654229, 1763736, 1572763, 1804707, 637863, 269224, 924590, 1497522, 298420, 738230, 1824699, 1702333, 887742, 889790, 39363, 580547, 772548, 393158, 1150924, 744402, 1131986, 1836499, 768982, 372184, 458200, 151515, 520155, 992220, 1830367, 1281504, 1044964, 21989, 295913, 975337, 1147370, 1289705, 1488878, 1749998, 261619, 799736, 2003449, 335871}	50469
Jeremy	Farris	10/27/1989	{849414, 130056, 1745932, 1049619, 390163, 87573, 1024533, 1114645, 178715, 1252384, 880162, 1672233, 1593387, 1743406, 1981493, 1242167, 14394, 246332, 471101, 1265724, 335937, 1687619, 1486918, 1433159, 474187, 191052, 555087, 821840, 1241681, 142418, 451670, 1739862, 1884761, 312922, 1765468, 395357, 602206, 1197661, 1975903, 2023519, 967267, 383076, 380006, 596075, 1497198, 2016369, 1460338, 223859, 1708149, 1953399, 1090169, 2038917, 1038983, 1980040, 323721, 126090, 1413769, 107660, 1216141, 1973386, 622736, 2031761, 1610389, 1143447, 810648, 1303704, 192668, 285341, 1946786, 1608867, 487077, 1581733, 518823, 480438, 635065, 1842875, 2042558, 2035905, 58562, 1156290, 885450, 1388234, 500431, 685263, 184539, 1408223, 1026784, 1529575, 1010921, 1110762, 1259, 875244, 1231087, 583414, 706806, 798459, 1270523, 799997, 1664252, 299775, 1698046, 617732, 301830, 24839, 708359, 665353, 1213705, 672524, 1728790, 160536, 738584, 1445661, 995615, 1538335, 1713952, 143650, 1680162, 321832, 630057, 1308969, 481579, 719149, 433966, 209716, 805173, 1731385, 260412, 382269, 927554, 702790, 1824072, 363849, 1743177, 973132, 189261, 1442126, 819535, 1909584, 2023244, 1373012, 1390421, 620388, 1936741, 895848, 1281388, 626033, 281460, 432502, 1754998, 1735554, 1574787, 131972, 1045892, 1951619, 909192, 1922953, 1258890, 1063307, 1320331, 1286544, 1929105, 1702292, 807321, 1766810, 834971, 1559462, 1821103, 853936, 477617, 1296304, 889790, 1426879, 1461186, 795588, 1149897, 1470409, 685517, 1337293, 1812429, 1892304, 1836499, 1251288, 400857, 456665, 1846747, 1419741, 907743, 21989, 81385, 1147370, 1923562, 1071088, 1235447, 2003449, 1861630, 1306623}	5274
