GivenName	Surname	Birthday	tabminhash	uid
Keely-Smith	Ealy	09-18-1954	1111110010110011111110010001000100111000110001010101011100010100100111000100101000000011101100010101101001101100111001111101101101100101100100000000010111011110111000111001100110010010100111110001100101101110100010011000010111011100010110101011110101100001100101010000011010010011011110101001001111111100001111111101001001010000000001101001011001010110111010101111110000100100001110000011010101010111111100000000111110010010100000010101000001100011111010001110110111100110110011111000110011010110001000001010100100101010001010111011110111000100010000010101010111110010011111001010110010000110110000000100010101011110100100111110100010010000100110000000111000100111000100000000011011100001111000001101001000111100110010010010000011101010001000101001110001001000000011011001011110110010110000011111001001100011100010101110000111110110100100101001110000001100111011001010111000000000101100111000010100111100000010011001000001100101011010111101010001101110110001011100001100101100101010011000000001011111000100011111011001010110	17997
  William  	Jefferson	27/4/2002	1101110001100110001010100011101001100111100011010001001101100100100100110101110101100000000100100010101110010001111111011111101011100001111111100001000111110101110011001100111111101011001011101110100100011010101101010000001000101001101000100000111111010110011000111000000101001110110000101010011110101001111100011001010111101101111001000001010000111110011011000101100010000100001100011001101001010110001010001001000110101001001110011000010010101010010011101000000110110010110011111101000111000101010000100011010100111101011001100010011110010010100100011001000101111100100101001110110101010000111011011000010011001001000100000000110101111110000100000010010111001100100000010111111100110110010100001110111011011100001111001110100101011110111100111111001111111011100100100100101110001000001100001011011110110001110001011000101011110011010001010010101011000101001110110000000110001011101101011101110001001001000111000111101010101000111000111101101100111100011100010000011011011111111111011001001000010000100001100110100001110000	2241
Evelyn	Mays	07-04-1952	0111100001101000011110100010010001110010100001011100010110010101100010000110000100100010101100000110111111100001110100011000001010000011110110000101010000010110100010001001010000010001110100011011100110101101000100110110010001100101100111000111110101100101000111101001001110000011001110010000011111011000101111101011111110011111010010101100010001010111101000001110010111101010001000001000111000001110101100010001110111011010000000001000100010100011100001010000001101100011110010011010101111000111110001011100011111011001010000101001111110001110000101011101011011001000010110011001110011101001111111011010010010011001110101011001111111111010010101010011010001100000101101000110011001101001010101101100011110010110000011011010111101101110010110100001110001000100000010010001101000100111011110110110011100011011110000000010000110111010000000100011011100000111111111010010101110000101111100100010100110001000010000111001101000000101001000110101110000001111110001100100110100001111101100011010001000011111011000010100110010010101	50552
Jill	amsey	4-14-1996	1011100100010011110010011101011001101000111010010001011101010011001111010110101100100010011101000101111000100010011111010010101101100001101111101011010000001011110011001000010110111001101110011110010010100100110101110100001100000111111101000001111111001000011110111100000110011101110011110001101000001011111110000000010011110111010110110011001010111110110110111101000110101000000101011001010110111011111101101010000110000101010100001110010111000011000111100001000111101111110011101110111111001001010010011001011001111000101000100000100111110000110101111110100000011001011011111001111110001000001111010001010000011111000111000000110110000010000011001110101111000111000011000010111111100010111101000111100000000000010010100111100110111100100111110011111100111100001111110110111100100010011100111111100011111011110101000100001010001010011000110101011000001011110011011010110100011101010111101000010011100111010111001101100000000000101000100101110111011101101110110000101111101111101010111011000100011101100100100110000110010100	75759
Ylvia	Kidder	05-30-1999	1111110101101011010100110000110100110100101011001000001111110111001001010011001110100010001010010000001100001010101010111001010110001000111001000010110010010010101011100101101010110100000111110111101001110110101101110111010101100110100111011001111000001001110110101000011010011100001110100010000000111010010001110001000100011100111100011111011101000111000100101001000000100111111011100100100000110011111101111000110001001111111110101000011011000001011011000100001011101010000100000110010111000110101010001000001111001001110100110000000010110101000110110100011000000001111011101010011000000011110011111110101101001011110110001011110001111010001001000010000010101010001000011110100111100011110011011000000001111110000111001001010111111111110100100010011100100101001000111111000101110100011110010011000111100000110010001001100100010110110101010000111100100000000011111000101010101010011100101001000101101101001010101101110001101111110111101000010001100100110011000000100011001100001110011001101101000000001000011001000000010110	34440
Dey	Joseph	11/10/1990	1010100101011011000111010110010010110000111010010011001001010100001111000000101010100110111110111101110000100001100011011101010111001100111000100110010100010001000011101001100111111010001100111001100000101101000000010111010110000011001000010100111011100011101010111001011010011100001110010001010100101101101010100010010100001001001111001011011001010110000110000101000011111111110111000011010111011011001111001110100110010110110000000001100011000001110110100100100101000001010011101011101110101010011110000111001111001111100001110000000110010101010110101100101100010011110111001011101000100001011001100101111100010110010101111010010101100001001111010110001110110010001001010011111111111010010011000101111000110100010010101011100100111101110111010011100100111101001000101011100000000000011100011101110000111010010010000001110100100011111011111011111001000001100001001110101011011110010001101010010001111101111111001101000001011101100010100111010101111100101110000111011110101010100000110011111101000101100110110001100110100010	3381
aGry	Pattersno	4/23/1992	0010101101100110110000110111010001100100100011000100010011110001010011100111101001010011000100100110001100010011001111011011101001100011110111110100000000011000000010101110110000100010001010010010100010101011101011000010001001011011110110100011110001011101000101110100100101110111111100111010110110011011101100010000000100101101110110000111011000010010001010110010100111001111001011010011010010010000111110001010100111101011011010111100111001100010011011001110100010101000100011111111011100111101000110111010011110011011110101000000010101001100000011011101110001110111110101011101110001100110100111011011010101101010001111000011010100001110111001000010000011010100100110010111111011010010010101000010111111101100110011100000110011001100111010010101101010101000101110010100110110000010001110001010111000010000101010011001100110001110001011110010101000100101101010001000111111111001011011110000010111000000110110001101111000111100111001111101110001111011010101110000111011001010111011111010011101011110111000101100101101001100	40027
Douglas	Fyleo	2000-12-15	1010010101101010111101110010010011100000100101101011001111101001101110101110101111011010111000111011101000111100010001001111110110100010000110110011000101001110110011101111110110000010101000110110010011111110111001011110001101000001001100101001111011000100100100001100010000111011100100001101100100100110100111000111111001000101010101001111010100100111011100010111100010100010000010010011100011001111100110000010001101101001110110100111001101100000110011001110110011011100110111110101100110011100111010100001100110101011110101101101001000110011000100110000001000000101010010001111110100001000010101011101010101111001110111010110010111011110111101100100000110000110000010110110111111010011010011000000011000000111001111001001010000001111111100100111100010101011000011000010101010000010101000001101111110000010011110101000110101110001101011001100011011001011010010000001110100001011101110101101000011101001111001010111100101101001000010100101011001010000110001000011011010010100011100001101001101000000111000100101101001111001	48972
Allen	  Lopez	12-30-1989	1110010011100011011010110100010011101100001011010000010111111110001011101100001001110011111100110110011000111000010011110111100100001101111111110111010111011101111011100101101111101110000011110100100010101100101011010001100111000011100000110001011000111011001100001100101010010001000010001010101010111101001110100110010110010111000101000011011110000110011100101001110011100110001010110001000100111010110110111010000010111010100100010110111001100010001110001111111011101111100101111110010111001011110100101001001000101011010111000110100000010101010101110111011100010101100011011111110000011110101101111001110111101010100100010110110100111000101111101000011010100011001000001011101101000011100011111110010100001000010011011100111010011101110011110111011100101001001111010000000100101010111101011101110000100011111101011111100011011111110001100100011110000001001001101100001011001111111010101000000001111011111111110111110101110101100111111100111001110000110010000000010101011110011101111010101111111100101000010010001011010010	88879
	Marchand	1958-08-04	1111001000010101101100011000001010101011011001010000001011011001000011110000100101010011101101000110001101110111100101111110011110100011110100110111000001011010001001001010111100001101001101011010000100101101101111110000100101100110001110110011110101101111011101101000000000000100110000110010011100001010110111110011100110010111110010000100001100001110011100000101000000100010001101000101010111000101001100101000010101000111011101100000010011100011011010101010010100111011000010011110011010011101010001111111111001111100010010111000001100001110010111100110111000110011111001111011010101001001011001110100000111011101010100111100001101110000000000010101010001001100101001000011001001110011100111010100011010010110110011011011111100010010010010010100101000100100011011010010000110100101111100011010011101111000010000101010111010111110100000110001101101011011101011011000111111100101001100111000010111001111110001011101001100000000101111111101110010111010000011101010000100100110111010011010000011101101000001000011110100000001	57156
Ray	Messer	18 Dec 1973	1110110001010110011100010111110000110010011100010001011110010110101010000010101001100101101100010100001110000111001111011011100100100110110011110000010100111001100001100110101100011010010011111000100100111101111001010010100011000000001001101001101100001011011001000100101110110110011010101000011110000001001100111001110001000001010101000011010110111101101001111011110000101101011001000111110001011000111111101000001100011111111110010100111101100010111110011111010110000010110110111101001100011010000110100011010110100001111101100001000111101001010111011110100010101111001111001101010110111011110011101101110000001111011111000101001010010100010011001010111111100110101100000010101001100010101111110000001101110010010011111100100110100010000011011110111000001100010010110010100100100101010010011010010000001001111010001000111010100010110100110111110110101111100001010000110110001111110101101001010100010011011111111101011101111111010001111101110101110100001010000100100111001111101100110011001001100000110010000001010111010000	41223
Anna	Brown	1948-5-11	1010001100011111001110010010000100011011001001001001001011111001011001001111100100110010100000001001000000101111000110010110111111110101110101101110110001011001011000110001011101101100101010111000100100110100100101010110000001101011011000100001100000100011110000001100011000010110101101100010010100000111111110100010100110000101100110001111010101011111001100111011001110101001001101010000010111011011011100000000001100010000000101111010000111000010100111100011011001000000100001111001011001010100111010001010101000001101011000101000000100011011011101001110110000110001111001000111001010000001101000100011101011011100000111111111001001100001011110011101011100111101001001011110000001100010001110000010111011011111101011011001001000011101110000001100111101001000000010010011011110110111010110011000110001011010010010111101010111110011011111111111010111110010001011110100001010110100101000101011000111100101111110001001100000001101111100111001011111000101111000001110110100100100010101011010001000001110100110100001011100011010	78964
 Jeannine  	Monroe	21 Jun 1961	1011110111010000110010011001111001001110001011010010001100010010011100011101000001101111000011000111111000100001111011111101101101011101010100100000100100100001010100101011100001111110111111010001100100000111100100111001110001011110011010100010100000111111011100011101010001111000001001110010110000011000011100110000001011000111010010101111001000110110000100101000100110010100111011001011110011111111100110101010001110101000000110011010100111000000100001110110000110010000101000111010010011010001011000010011111100011010001010110000110110100000001000111111100000110011111101101010000111011110001100100100011011010000000100101010011100010011110011001000000111100000100100001000100011010010110101001001111110110110111011000110111011001100011000000110100100101000011110010011101111110101100110011011011011011010011010010111111011000010000110110101100101011100000010000001011000010100111111101011000001101011111100101011111000001010111100101001110101101110010100111010000001001110011011010001000001011111010001011001111110001000	64196
  Lawrence 	Hyatt	7-10-1941	0111101110000000100101001110100110111000011011011001010101011011110011101010000111000011111011101110001000001001010111011001110011110000110100100101111110001000110010000111000101110010100101010111100011011110000100111010010001000010111011100000100101111111001000110101010011110100000010000011001111101000000100111011001100101010000011000111011011110010010100101110101110101110010100110010011001100001011111000001010101110111110101000001000101000010000010000111101011010000110001010001111101110110010110111001010110011011100011101001000111110101000010111110001110011110110010010011100000000010011100011101111001101101001011101000100101110010000011111111010110101010000000001101100110110001000000001010110010100000011100001011000010011110110001001100100001011101001101100110101110010110011100000100011000101001111100010110111111001111100011101100011100001011111010001110110110000111011010110000000010000010001011010101001100010111100100100001010000100100111011111100000000000010000001010000100100011101101001011110111110110000	53086
Donald	Rice	27 Sep 1955	0011010101000011111000010001001000111101100000110101010011011100000111110001100100010011111000100101101100111010110101111111001100000001111010101100010001001110100001011110100101111110110100111001110001001111100000110011100111001110100011100001101000101111101001010001011111010110011001110010011000101010110100011011100001010111000001010100011000101110011111011001010010011100111101010010011011010010000110101001011110100111110010000001010011100010000000110110001101110000110011111111010111110100011010101011111111001101011100110001010010001111010110010101011000000110111110011011000110011001110101101010010100111101100100110110111011010010010000100100010010001100001111001101011011101011110101000101101000000110101010010011010110001000011010001111110000001000011011100001000010010011111000011011101001001011010110010010101111001001100000001000100111000100010111001000101000111111011000110011000101101010001001010111111101101010111001111001010100110001110000001110000001010000011101011010001000010011010000110111101100000111	40151
lGenn 	Donoley	see notes	0011010101110001000110010100010010110010110011001010001111001010101001100001101110000010110001101101111000001000011010011011100111000110111010100111110110010010000011101001100101011001111100010101010001011111101000111100110111010001101011111101110111101101011100001001110011011001000000000010000100111100000110001011011000100101000111001110011001000110011100111111110100100110000111010010001111101001100110101010001100101100100000000011000001110000010110100000110111101001110111011010101110001010111010000011001100001011010001100000000000110111100100110100101000110011110101111011110000001000011101010110011100111100110101011001010010111000100101111110110010110010000011001010111111010110010011101001100101000000010011001011010000001110111110011111101100100101011000010011100001100001110000011000111001111010001000101100010011100001100101111010111010001010110001001011100101001101110010101001000001111101111010011001110100000000110111110110111001101000110110010010001110001010011001011001101101001010111010110000011100101011	24075
Cecilia	PYRON	02-03-1990	1111010100001010111011100011011000100101010100101111000000010000101110111011101100100111001000000110101000110001011011011100111011001100111111110100110000001110110011000100011110110101110001110110100010011111101110110011000001111111000001110011101010110010110111011000010011011001001010010001111111111001011100011010000000110111010111000100011100011110101110111001111110001001110000101010010110110110011111101010110010100011000001001011011011100000110010111101101101101000100011111001100001101010111100001011011111001001110110101000010110100111101001011101101100010011111110010001001010000101110000010101011010011010110110001111011000101010011101000111001010011110101101000110111001010011011110100110011100110000110110101010100111001100110000100110010100111100010110110100111010100100011110011111111100101011010110010001101101000110000001111100111011100100000001111100110010101011111101111011010101011011011101001001111101101000011101110110011000101000110101111100111011011110011001010011111011000001001100111100111101110100	20394
		02-27-1994	1011010101111000011001110111100110010100010001011000011101101011001111011010100111000010011000001111101001000111101010110110100101000000111000101100100100000001001011000011110100111100111000111010100001111110101010000000011001100110101110100011110000001010010010111100010000010100000000111010100000111001011110111010000111111011000000000101011100110101000111111011100111111111101101001001111000010000100110001001001011100110001100001101101001100011110001101010011100001111111000111101000101100100011000100011001100001011111010000101000001100110000101010111010000011111111101011100011111011110010110101001101011100011000100011101000010111111000010001101001111101100101011001110010101000001000100101010110000000000101011001111001010000111110111011100101101110000011011010000101100000101000010000001100000111010000001100110110110000001110011000110100111001011000000011111111100101110111001100111001011101101011001001111111001101100001001110001111000000100000011001000110111000100111101010000000110111010110110101011010100011010	53337
April	Davis	04/09/1990	1111000101101101011111110001011101110101100000101100000010010010111101010011001001000110001100110000011100101101101110110110001111000111100011000000010110011100111010000001010100010000110101111101100111001101101000100111000010000111000001110101101010110001010011011000000110010111000001011010100011001111010101110000000100111100110000000111011010011111101110111001000011100001110101000001110100011110010101001011010010101010111010101001010010100011010010000110111110110100000111111101110001100011011100001010011101011001100000101111000010100110000011010101011100010111111110000110001000001101010000011100000011111001100110010011111001100000000000000010001111111011101011000111100001000011101011000110011100011011000110100011100011101100100010100110001100001100001110110011110000000101011110111111010001101010001001010101000100001110000001000000110000101110010111100110101011000011011100111010010111000110110110001001011000001000101001100101111101101011100110001100101111100100111100011001111001001010001001011010000000010000	26521
Ophelia	Samayoa	1991-09-18	1110011000011000011110010010100010111001110001000000000110110111101100100010100100100110100110011101011101100000100111011011001100000100110010101000010010011100101011000100000110111110011111010100111010000100001001010000111111010110000010100011100101111011110010101000111010011001000101110000111000001111011111110111011011000000100010001000001110111111000100001011110101110001001100000001010100001011001100000100011011010010100100110001011000100011010110000110111100000010000010011111100011110010100001101010111000001000111000110000000100010111000100011100001001100110011010001010011000000000011011110100100100000101011000000111101100111110010110100110000000010010001010010000000101100101011011011000000100000111110110111110000101111100001010100010010010001100001110010011101000110101010010011011000001001011000110111101111110100000010010110001110010101101001011001110110100001101110111100011011110001001001110100000001101000110001101100111110001111100100000001010110000001110111100110010001001100000000001000110100011010010	19006
Mark	Lipton	4-6-1942	0111011100000101101110100011100101001010101101010101011111101001101111011110100000000111100100001110101101010101100100011010011110000010010101100100010101001000111000100101110110010011101101011101110110011011100011100010101001001110111000100111110000010111100010000101101111000101100011110011001000010001100100001010010111111111000110000011011000010111011100001001110110001110100011001001000101000100010101101000000110110011111111011000100110100000100000100110000100000011111101101101010010011011011111101001011011011011011001110001010100010101000110010100101110000100101101010100000100100100010101010010011011010110101110100101000101111010010111001101010001110010101101100001111001000011100100101100101100011110010111010011110101101010010110101010111000000000000110111111000110010010011110111111011101001011001000001001100101111111011000110000001111010100100010010000110010110000101010100011000110100010000010001101111000110100111101101011111001100101100001101110110011100110101101011000010011011100100100100100111111110100	38786
Brandon	Coleman	1968-05-31	1010101101100000011100000110010000100011000011001100001111111011001010101111000111100010101001011001111101001100111111011101101100000111010011101001010011001000000001101011011100101000101101010011010000011010101000101111011001100101110011101011110101101110011100001100000001011000001101010000001100001000101100110111110011010011010111011111000010101010010100001011100110001000000101010000100111001001110100001010011110100100010000101010010011100010100011101111001100010001010001101100111010011111010011110101111001011000010001101000110000000011100000100101011000111001111001101011010111100100111101110110011001111101111010010101010110001011001000011100010000100110000101001111101100000110010101101101111101000110110001011011111000001100011010011111101010000001010110000011100100100011011100011111111110011011011000101100010110011010101000011000011111001110101000011101111100001111001100101000100011000011010001011001101100001011111111111001110011001100010000011001110100001111111101011001010001011100010100100001100110111001	61420
Joan	Phaneuf	1985-10-13	0010010100011000001110000000011000110110010110010001001100101011001111001111001001101110100001011111011101110101110010011011000100001011010110101100000111011101001010111111001101011010000110010001100000101101101000111001001100111011000010010011100011111011111100101001000010111100010001110010001100111101110111110110010100100111010111001010001111110110000101100110000001100110111011110111110010010010101100110010100111000011001100010010110000000001101100100111010101010101100000111110111110010011111010101101001101001001111010100000110100000100010010111110001011001010011000011010110000000001001000011000111010000000011100001110011101000000000111010101111001010010000010000000001101011001100011111100011000000110100010010111111001010000011000010111101001111101001100110011001100000110111101011100110010111000010001010101110000100110101001101101111010010001010010001100110001110110011011100001000101011001111110001101101000111010011101101101111111111111110110011010100100101011011110010001011101011011110000110011111110001010	89051
elinor	Cott	10/01/1939	0110001101011001000110001011011010110010101001011001011101001000101100110000100010100011100100001110001000110101110011111001101010010000010010100000000011011001110010110101100100010011011111110011110111100101100000101010000101001110000000110001100001101110111101001001011110000101101010100000000000100001100100000110001000111110000000001010001000100101001101101010100000100111001000010101111111101111101100001000000110000010010110001011010001100001010011000000111011110001000001011010111010111010110010101110001111001011011010111100100110100000000110000100011010100001111110110110110000000100111100100111110100011011110010101001110100101011011111100001001101000110101100110110101101010011100011100001011110111000110011110111010110111100111000011011101100001111000000011001000100010001110100011100111110101010100000101001000010010010110011110000111110010111111011001110010010010100000101110000010001100110101010101101111100010000111010111001010000001010010110111101111100010000011000110000100101001111010110001100011111100100	59647
David 	Brown	17 Apr 1949	1111101001100011110111110011100101111011100000001001001111110001011101001010001100100110000001001110111000100100100110011010001110010010010010101110110111001000101000000000001010101100101101111010000011111101111101111110000001101110001000111111100001101101100010100100010110000101110110101010111101011001100100111000010111100001100000001111000100001111001100111011100010101111100111110000100001000010101100010001001010000011001100111010100110000011110011001111010110001000011011101001110011001001101011001110111001001001000000001000100010101010001000011100100110001011111110011011001001000111011010011111110010111010101110110001101001101011001011010001101111010000001101000110110101110001100010101100000010010000001011011011110010001000010001001000111100011000001010110011010100010100111110110110000101001010100001110110100101100100010001010000001010000100011011100110001100100110110011101001001110100111100000000001111000100010001100101011111001111000110000001100001110100100111100111001001000111111100100000001010110011000	5338
Bessie	Dunn	22 Jun 1969	0010011100010011100111010001000000011110011101000100011010100110011001101000101100011110101011001100010010000101110111110000011110101100101011101101100100000101001001001100000101110111110000010000011100111101110100001000111000001100110000001000100000100000010010000111101111010001001000110010000001101000001100111011000110010001010011000101010000001111001101111100010110101010111111010010100110011000000110001010000100011010011010010010111101010010100010000100011101100001100110001110010101011001011000110000001010011110111011101001010011111010100011100100101010100011111001111010010000010001001010110011011011111101010101001001101110010101010101101100111010100011001000001010001001000001100011001000111110111010000011000111110111110101101111010110001100110011011011110110010100000111110010110101011000111000101010111101110010010001111001011110101010111011111001001000110000110010011011101011010101010111001110001001110000101100110111111000111100100100101000110000100111110000000001110000001101001001000010010001100000001011	92758
David	Odom	8-19-1978	1111111000000110110100110000100100111001010001011000001111110011001000011000000010100110001000011100001000000100000100011001011101000100111010100000010110001000110000010100000010011101100001110000110011101100101000110000010011011110000101110101100001101100110010101000010110111100011110111000001111011001010101011000000110100100100000010100010000000010101110011001100000100101011111011011010001011010101100011010011000110001110110001011110000100000111010001111011101100001001011100101100101000011101100001111110001101011010000100000100011100100010110110100100001000110111111100101001000001010001000000101110000100101011110010110000000001010000001111100101110100001001110000100100001100001101010011001001001100110111011011011010111101000001010101110110100001000000110010010100100100101111010111000010001001010100001111100010010000000101001010001110110111110010110000100101000001010110110110000000101000010001110010011011100100110000111100100110101101100110000000100001111100000111100111010001001101010011100000101010110010011	58252
Keivn Jr	Row	10-28-1952	1111100001000000001111011110011010011000111010010001011001001000000110100010100001100111101100100101111011110100001100011000100010001001110000100111100010011111111010111110000110001011010001110011100111100111100100110000110101011010100100110001100001001010111001110101010100000000011010110000010111001001000111111111000100011101000000001111001101100110001000101101001001100000001110011010111001001111111101100011011000100010000000000011010011100001100000001111001101010100000010110010110110111110100010000111111101101011111101111000001110000100001100011100111100101011011111101010010000100111010001000100001011011110110100111010000100010000001100010001010001000000101100000110100101100000011110101000000010111000001011010010010011001010010000100000110000000101010000010111101010000101101110010111011000100010011010011100110011110010100011110011010011001010111011110010111001000100111000110011010101101001111100110001001101101110011001111100010001101010110111110100001100110011111100011000011101011110011000000001010100110100	61288
  Duane  	Richards	1994-10-30	0011111100010111101001100111000000111110100011011000011101111100001111110010100001010111110001100011001111110011111011111110101110000011111001100100000100011011011011010111101100110001010011110101100101000101101000110110001001000111101011111011111101101101011010011101011010011100100001110010000010001101000111110100001100010011010110010001011110110111001100001011001010101101101001000111011010110101100100101000111101100101011101000011011011000011010110100100011111110100111101110110110100111010010000101001001110001101101101111001001001010110000100110110011100010111111001010110101101001101110000111110110001101000000110111101000100110011101110000000000010011100100110001111111101001011000010011101000010011110011011001111011110010010010000110111001100101111001000110000001100110110011000010111110000110000011000001000100100001110101101110101100100010001100010100010100001001110111101100001000111100111101010100101010100001100111001101000110101110001110110010000000001101010111011010001101111000001000011110011101110001100	39997
Christian	Ali	16/11/1940	0110010100001011101101001010101011111111100000010111001010001000011111011000101100111011101100101011000000100001100111011010000100100011111101001101010000011100000001000101110101101110110101110000100101110001000000010100010001001000001110100001111010000011110000001000011000001000001011110010000000000111011111111001000101010011000111000001001001001110111101001000001001101111100101001010010010010111110100001000000101100010011101010110010000100011010100101100011101110011100101010011111111011010011100111111001001011100001001101000011000011100010010100101100110010010011000000110001011000001011100101110111110000000000101111110000101110110110110011110011000111000101011001011000011000011110110000100111110111110100111000010110110010101010110000110111101101000011111100011101101010001110100011100001001011010000110010111101011001001111001110011100010010000000011001000100010110000001100101001001111001111001110001100001100000100111111100001111110101001111011111110110100101110011000010010000001101000100101110100101100110100	39134
Pedro	Winstead	21 Nov 1973	0010010110000011100100011101011101110011111011000111011001010011001110000100100101110111100010101100110100111000100011011101010101110000010110001100110110001000011100101010010011001001000110010010100001111011100100010110100001101110010000000101111000100010010000010101101000110000001010110001111101001101110101111001101011100101010000101011011001100110001100001010001010101101110111011010100010001101111100000000101101100010000010101011101011100000101001100011000111100000100011011000010111011101011110110011001110101110100011110110000100101100011001101100100000100011101111011010010001011011101100010111100011001010001101100010111001100111110010010110110101000101101100001011101001010010110111101001011110111110111011011000010001001001010001011000101101001001010110110110101010100001001101010001010001011010100010001101000011101011110011110010000101010000001010111001000000110101101100101001010001101010110100001111110000011100101001110101111001001001001111110100000010101010000100110000011001001111110100011100011101001001	59542
Leslie	Brennan	30/6/1990	1011001011100001011110110011100110111101011001101000000111111010001100100010001110000011111010000111101000000100011011011110010111101000100011100101111010001101011011100011101100110101110100111001100101011111001001110100010001001000000000100011100010111011010100010111011001111100000100000010000100010011000100101111101010011001000011000111011000111110000111101001000110100111101001101000101011010010010111101011010000101011111111111110011000000000010010101010011101001000000001111001001111110010011000010001101010011011101001111001100111011001010100111100011001010110111001011000000110000101111000111001000011011001111111111111000011001011000100000011101111001011100011001010011011000011010000100111101000010110010111001100001110011111000111000100011010001000010011110010111010000010010110010000011000010011010010000110000000110000110001101100000111000000001001011100101110000011111010101001000001001111111101000101101101101010100011101100111001001100110101011110110111011110011101011011101010011101100100001111011100111110	5803
Kafthy	Day-Smith	02-15-1944	1010000101101000000100110010000001110100000001001100001101101001100110101111101001100110101101001010011001001111000010010011001100100100111000100110110001011011111010000100001101010000011000111100101111101010000110001010110001100011001101111001101100010111111100100100001110101010110110011001100011010001000101110010110101110100100100011111010111000011001110111101101100101100011110111011110010010000001101001000011010100111101100000000100011000010000010001011111010000111011001000101101111111000010100011011110100011011111000100101010101010010010011110100010001011100101110000101001001011000000010100010110111111001110101000110101001110010010101111100111000000101001001000010100001100011000001001100010011011010001010101000100010100111011011011001010011101010011110110010100010100101110110011101111100011010011111101000110011000001011110101110110000000100101001010110100100100111111100100011000011011010001010011101001000100010001010100101110001100111010000101000111110001001111101110010010101110000111111100001110101001010	55172
Haddad	MARY	12-26-1982	1010011110100000111110100101010100010000001001001110010111111011001110001111100101110111101100001010101101101101010011011011000100101011110110101010010000001001101001100001011111100001001010010011101111100111101001101010101001101111010011111010100001011110000101000100101100010011110010101010011100111001011101110111110100000101110100000011010111100100100100100000100010100101001111010001110111000001111100000010101110001011110110000001111101000001101110111101011001111100000001011010100110110100111011000111110000001001001001100011010110010110010111111100011101010100001011001100011000010101101101111001000001100000111100000001101100000010000110000001011101000001100111010011101101010000101101110000000001010111011011011011010110100001010000000111111001101000110010100010100000100001101110000010111100001010110001001101100001010010011010100100110010111001111000000000101100110011110100110011010111111010011100001101101100110001010111110101110001100011100001100000001110011111001110010000011111110100010100101000111100011100	73544
Roert	Ly	10 Nov 1994	1111001100011011000111010010000110110100110111010010001010010100001011000101000011010001111100100001101100100101011011011100110110000100111100100100100100011000010011110000100111110000001111110001100110110101101110000010010011001011101010000111110001000000001010010101011110001101101110110010110111011110001111110110100100110000000000101110011000011111001000101111001110101101001101000111010011111010111100001000111111010110000001000000100010000010010110000000101011100001100001111010100001011011111010000111001101001011111010111010000010000101011000100101101000010011110111000010000000100101001111000010110111101100110110101001011101110001111010011010000110101000101000001110110101100010001010101101011100011000110011001011110000010101110110001111000101110101010000010010101101010000010110011110110001111000100010001100110111001001100101111011110101010001111011010001010011111100111011100001010001111110111110111101101100001101110000100010011101101000101011110001101101000010100101011000010001010111000000110001011000100100	35754
Larry	Sherman	22/07/1959	1011010011000110110010110010111000110100010001100000000011011001000000100010100101000100101100101111101101010001001001111010100100100011010110100100010010000101000001000111110101000001101111110000100110001111001001110110001100000010111000000011011100110010001100000100010000100110110000010000100010011000001101111001001001010100000010000111000100100111110110001011100110101111011101011111001011001000111100110001101111101010000111001011011001100011000011001000011100000011110000110111101100011110000001000011110101001001001011111001010010001010000110010100001000010001011101011000110101110111111011011110010101011001000100010110001100011110000111010001001101001110100100001101110000110011100101110010000010110110110111011011001100000010010010000000101011010000111000000010101001100000111100011110110100010000011000001011010010111000000111100111100010000000011000110010101111001010101000101001100011001000101011001001101100111011010001111101111011111011110101000010010000001100011100010000011110000101110001100000111111001000	11670
Cindy	Richadson	22 Apr 1940	0111010001010101111001101111001001110000100110000111001101111001001111101000100101010011011101100010101011110001111111110110001001101001111101110011010001011001110011100110111100100001100001010000001110111111101001110010110001101011011110110011101101101111011100110011100101000101111010010000101110101001000101010011000011101011010111010101011010101010001100111001000110001100101011011011001110000100110100001000111111100111011101000010010010000010010011101111001010010010111000111110001110111001000010100110110110011101011001111001011010010100010011110111010100110011101101010111111101101101110001110110010011000110010101110101011101110101100010000000010010001101101111001111111010111011000101001111101010010010110111001001110110011000110000000110101000111000010110110000000110100111111010001011011000001010010100011110100001001010100000100001111101110101100001100000111110110100111101110011000110101011010001010000010101111000111111111110111100111000010001111001011100000010111011111000001001000001010101100010101110000001	30265
Donald	Corona	5/18/1944	1011111001111011011110011111001110111011110011010110001110111100001111001010000001001011100000001001001100101110000111010111100111001110111100100110010001011100110001110011000101011110001101011000110011000010100100110010100011001100001101110011110100010111110001000100010101011111011011100010011101011011110101110100100101011101000000001110011100011010111100011011100110011111110001010011010101011111100110001000000010110001000000010100000011100011010010101010000010101101100001111001111111101010000111001010101001101111011000101000010000000010111010101111110000110011001110000110000010011001111011101110010110010101011100100100010001100101111011111100101010110111100100000111000001000000001100100000101110000110010010110010100100101011001000101101110100001000010111110011000010110011110110011110111011001010111010101000110011010100111110010001111101101101111111001100111000001111101100111011001110010010111010110101001100100001010101101101011001101010110000101111111101101110101001010010001001000111011111110101110101010011	35621
